dt,Kabul,Luanda,Melbourne,Sydney,Dhaka,Belo Horizonte,Brasília,Fortaleza,Rio De Janeiro,Sao Paulo,Salvador,Rangoon,Montreal,Toronto,Santiago,Changchun,Chengdu,Chongqing,Dalian,Guangzhou,Harbin,Jinan,Nanjing,Peking,Shanghai,Shenyang,Taipei,Taiyuan,Tangshan,Tianjin,Wuhan,Xian,Bogotá,Cali,Kinshasa,Santo Domingo,Alexandria,Cairo,Gizeh,Addis Abeba,Paris,Berlin,Ahmadabad,Bangalore,Bombay,Calcutta,Delhi,Hyderabad,Jaipur,Kanpur,Lakhnau,Madras,Nagpur,New Delhi,Pune,Surat,Jakarta,Surabaya,Mashhad,Baghdad,Rome,Abidjan,Nagoya,Tokyo,Nairobi,Mexico,Casablanca,Ibadan,Kano,Lagos,Faisalabad,Karachi,Lahore,Lima,Manila,Moscow,Saint Petersburg,Jiddah,Riyadh,Dakar,Singapore,Mogadishu,Cape Town,Durban,Seoul,Madrid,Umm Durman,Aleppo,Dar Es Salaam,Bangkok,Ankara,Istanbul,Izmir,Kiev,London,Chicago,Los Angeles,New York,Ho Chi Minh City,Harare
1980-05-01,21.618,24.828,12.55,17.766,28.248,20.334,21.821,26.987,25.179,19.543,25.407,30.363,12.278,12.879,3.546,15.232,15.38,21.538,15.928,25.33,14.622,19.639,20.628,20.583,19.991,15.061,23.795,16.821,20.257,20.583,22.633,17.675,21.05,22.774,24.624,27.409,21.28,25.464,25.464,19.351,12.647,11.457,33.849,28.605,29.768,30.617,35.417,34.591,35.41,34.589,34.589,33.832,35.896,35.417,30.962,32.902,28.09,27.903,19.807,28.714,12.264,26.709,17.968,16.593,16.505,19.567,18.146,26.338,30.447,27.25,33.624,31.913,33.624,17.087,28.777,8.05,6.192,29.793,31.215,23.254,27.995,28.429,14.195,20.415,15.237,11.4,34.824,21.574,26.185,30.728,14.343,16.175,18.133,11.337,11.212,12.786,14.811,16.464,28.88,17.811
1980-06-01,25.449,22.011,9.044,15.502,28.892,18.69,20.529,26.858,23.466,16.223,24.331,27.344,15.849,14.443,-0.462,21.92,17.991,24.474,20.878,27.951,21.778,24.707,25.029,25.328,25.227,20.842,27.69,21.049,24.463,25.328,25.964,21.962,20.879,22.663,22.422,28.239,23.999,27.511,27.511,18.195,15.466,16.516,31.501,25.591,27.68,29.577,33.86,29.219,34.048,31.558,31.558,32.261,29.761,33.86,26.405,29.841,27.363,27.054,23.396,34.216,17.437,25.913,22.676,21.608,15.178,18.46,22.672,25.951,27.957,27.2,34.588,32.499,34.588,15.66,28.233,17.238,16.374,30.99,33.938,25.874,27.701,27.257,13.017,18.324,20.077,16.856,33.734,27.161,24.628,28.328,19.025,20.231,22.519,17.56,14.663,16.309,19.331,18.772,28.035,14.649
1980-07-01,26.211,20.088,8.577,14.215,28.817,19.4,20.586,26.895,23.592,17.386,23.688,26.825,19.361,19.469,-0.753,22.845,19.513,26.527,22.896,28.996,22.926,25.645,26.849,26.915,27.403,22.8,28.922,22.198,25.382,26.915,27.995,23.077,21.158,22.893,21.443,28.233,26.096,28.653,28.653,17.059,16.469,16.686,28.755,24.911,27.395,29.262,30.361,27.514,29.803,28.955,28.955,31.283,26.732,30.361,24.976,27.95,27.007,27.195,25.736,36.585,19.926,24.707,24.662,22.157,14.854,18.252,26.048,24.628,25.987,26.126,32.373,31.138,32.373,14.542,27.034,17.043,16.051,32.375,35.788,27.709,27.356,26.304,13.663,17.92,21.751,19.986,30.926,30.468,24.259,28.289,23.844,22.534,25.42,19.166,15.238,22.71,24.52,23.48,28.202,14.461
1980-08-01,24.641,20.688,10.198,15.624,28.968,20.8,22.497,27.673,23.19,18.119,23.677,26.765,19.397,20.354,1.426,22.18,18.402,24.801,22.7,28.791,22.182,23.808,24.791,24.418,25.243,22.21,28.31,20.003,22.789,24.418,26.118,22.194,21.428,23.082,22.475,28.139,26.706,28.183,28.183,17.182,18.543,17.53,27.807,24.628,26.725,29.5,30.381,26.455,29.27,28.596,28.596,30.007,25.853,30.381,24.151,27.171,26.364,27.286,23.301,34.3,21.853,24.806,25.191,21.959,15.317,17.989,26.592,24.515,25.518,25.883,31.851,29.892,31.851,13.718,27.092,14.538,14.75,32.361,34.307,28.366,26.486,26.319,13.92,19.016,22.078,22.574,30.581,29.172,23.936,28.109,21.524,22.447,25.227,17.231,16.659,23.607,23.69,23.62,27.752,17.517
1980-09-01,21.05,22.613,12.252,17.487,29.1,20.771,23.245,28.258,21.308,17.368,23.795,26.988,12.521,14.248,3.155,14.673,15.035,21.302,18.817,26.725,13.941,20.2,21.598,19.364,22.341,15.667,26.47,14.292,18.26,19.364,22.686,17.21,21.657,22.88,24.099,28.024,24.905,25.252,25.252,17.741,16.523,14.653,28.719,25.283,27.461,29.456,29.811,27.297,29.578,28.684,28.684,30.536,27.18,29.811,25.255,28.096,26.751,27.639,18.865,30.461,18.499,25.249,22.203,20.138,16.284,17.095,24.346,25.374,27.173,26.202,30.185,28.895,30.185,13.636,26.713,10.61,10.767,31.146,31.675,28.381,26.828,26.814,14.613,18.252,18.847,19.948,32.451,24.537,23.975,27.903,16.037,17.709,21.583,13.509,15.229,19.174,21.074,19.133,27.739,21.291
1980-10-01,15.992,24.171,13.439,17.403,26.908,22.961,24.278,28.522,22.323,20.529,24.342,27.408,5.179,5.81,5.339,5.115,11.437,17.688,12.036,24.611,3.753,14.349,17.272,12.378,17.923,7.719,24.292,9.031,12.673,12.378,18.865,12.456,20.243,21.866,24.244,27.64,23.327,23.357,23.357,17.176,10.101,9.172,28.665,24.919,28.601,27.183,27.294,27.132,27.565,26.089,26.089,28.625,26.454,27.294,25.86,28.042,26.316,28.141,12.902,24.257,12.788,25.839,17.191,14.552,17.242,15.629,18.908,25.772,27.201,26.172,26.173,28.076,26.173,14.141,26.897,4.692,5.836,29.797,26.812,27.896,26.747,27.507,15.957,19.645,12.174,12.116,32.514,19.837,25.007,27.397,12.714,16.673,19.589,8.141,9.032,10.807,18.243,10.107,27.339,22.681
1980-11-01,10.421,24.883,16.101,18.485,23.864,22.41,22.421,28.289,22.788,20.968,24.632,27.16,-1.467,0.782,8.045,-0.962,8.13,14.874,8.199,21.087,-3.742,9.843,12.885,7.115,14.115,3.397,22.418,3.026,7.455,7.115,14.389,7.455,19.802,21.647,24.575,26.954,20.824,19.928,19.928,16.907,5.15,3.761,25.263,24.07,28.51,23.747,21.246,24.655,21.741,20.772,20.772,26.24,23.185,21.246,23.985,25.134,26.315,28.129,10.163,17.907,7.712,26.493,12.309,9.282,16.515,13.533,13.857,26.731,25.041,26.859,19.442,23.74,19.442,15.87,26.504,-2.599,-1.457,28.42,21.322,26.042,26.469,28.092,16.8,21.195,8.189,6.361,28.12,13.351,26.044,26.687,7.23,12.61,17.032,0.947,6.216,7.334,13.635,3.647,27.253,23.814
1980-12-01,5.635,24.875,18.99,19.865,20.357,23.263,21.793,28.13,25.402,23.285,25.81,25.409,-13.105,-7.983,11.683,-15.26,2.133,8.896,-3.514,15.818,-17.009,-0.441,4.568,-3.39,5.238,-11.75,17.231,-6.689,-2.214,-3.39,6.944,0.181,19.778,21.782,24.328,25.483,15.853,14.396,14.396,16.295,3.29,1.287,20.552,23.351,25.562,20.255,16.175,22.811,16.811,16.021,16.021,24.99,19.473,16.175,20.428,20.543,26.055,26.82,4.883,11.91,2.455,25.745,5.292,3.406,16.822,11.917,9.402,25.493,20.958,25.573,14.266,19.096,14.266,17.767,25.567,-4.957,-3.208,25.485,15.125,23.071,26.104,27.123,18.893,22.676,-3.999,2.581,24.231,8.336,26.855,25.674,2.832,8.438,12.49,-1.815,4.854,1.14,11.615,-3.12,26.343,22.385
1981-01-01,2.546,25.296,22.08,20.645,18.882,22.767,22.144,27.091,26.225,22.862,26.234,23.999,-15.899,-11.547,11.759,-17.727,0.67,6.145,-6.48,14.062,-18.999,-3.067,1.511,-5.142,2.158,-14.647,16.495,-8.124,-4.168,-5.142,2.812,-2.63,20.488,22.339,24.325,25.026,12.954,11.59,11.59,17.774,3.871,-0.891,20.128,23.282,24.377,18.832,15.06,22.547,16.266,14.801,14.801,24.743,18.554,15.06,20.243,20.176,25.618,26.094,3.512,11.174,0.943,26.387,2.398,-0.025,17.71,10.763,8.949,26.41,19.239,25.927,12.818,18.944,12.818,19.072,23.947,-6.564,-4.326,23.898,15.943,22.201,25.95,27.41,19.104,23.697,-7.672,3.159,22.193,6.789,27.68,24.566,2.264,5.687,9.763,-4.519,4.15,-1.192,10.788,-6.772,25.277,22.71
1981-02-01,4.821,25.92,21.498,20.632,21.525,23.847,23.289,27.097,27.046,23.768,26.391,26.02,-2.963,-3.702,12.313,-11.902,4.15,8.668,-2.83,15.185,-14.033,1.213,4.779,-1.409,5.157,-7.807,17.33,-4.114,-0.329,-1.409,6.173,1.221,20.79,22.793,25.184,25.236,14.237,13.848,13.848,18.679,2.677,1.006,22.579,25.189,24.678,22.019,18.662,26.166,19.655,19.009,19.009,26.133,23.004,18.662,23.48,23.565,26.401,26.392,4.556,13.137,3.213,28.083,4.085,1.482,17.927,13.574,10.709,28.805,23.926,27.416,15.83,21.142,15.83,20.932,25.892,-6.007,-6.288,23.231,16.841,20.867,26.736,27.4,20.609,23.216,-1.958,3.898,24.067,8.499,28.153,27.383,2.314,5.593,10.157,-2.497,2.839,1.665,11.925,1.383,26.625,21.948
1981-03-01,9.764,25.958,16.672,19.767,25.171,23.672,22.944,26.194,26.361,22.619,26.128,28.814,-1.538,-1.343,10.427,-1.645,7.756,13.733,4.001,19.567,-3.229,9.116,10.997,7.511,10.909,1.641,19.903,4.819,7.95,7.511,12.589,8.537,21.09,22.992,25.243,25.981,17.234,18.123,18.123,19.104,9.815,7.428,26.749,27.411,26.261,25.949,22.53,28.388,23.669,23.29,23.29,28.207,25.956,22.53,26.405,27.466,27.16,27.071,9.948,17.439,8.773,28.129,8.319,5.902,17.599,16.072,15.568,28.805,28.346,27.431,19.773,25.058,19.773,20.987,27.519,-4.102,-6.554,25.386,21.058,22.841,27.269,28.464,18.889,22.89,4.757,9.33,28.295,12.625,27.405,29.273,7.137,8.992,13.571,0.956,7.986,4.779,11.348,2.667,27.85,21.577
1981-04-01,15.779,26.017,15.069,19.216,26.443,21.147,21.958,26.267,24.573,19.95,25.222,30.261,6.341,6.295,7.52,9.853,11.701,17.285,12.267,23.762,9.249,15.53,15.592,15.587,15.315,10.872,22.45,11.172,14.795,15.587,17.038,12.719,20.252,22.237,25.522,26.002,19.576,22.365,22.365,19.045,9.879,8.19,31.055,28.693,27.634,28.19,29.892,32.185,30.744,29.629,29.629,31.101,31.833,29.892,29.41,30.828,27.154,27.038,13.423,21.661,11.406,27.907,13.097,11.037,16.467,17.49,14.753,28.141,31.236,27.865,27.234,29.362,27.234,18.735,29.278,2.614,0.444,26.641,26.15,21.985,27.151,28.529,17.42,21.975,10.769,8.715,30.897,15.524,26.864,29.686,9.108,11.055,15.306,4.965,7.644,9.495,14.968,10.675,29.243,19.223
1981-05-01,21.064,23.655,11.613,16.79,28.097,20.136,20.835,26.499,24.438,18.865,24.465,29.42,12.685,10.989,4.62,14.918,14.802,20.206,16.381,24.267,14.411,20.644,21.003,20.423,20.653,14.93,22.765,16.166,19.721,20.423,21.763,18.68,20.081,21.995,24.752,26.929,21.008,24.362,24.362,19.298,13.208,15.058,33.383,28.03,29.565,29.188,33.729,33.179,34.335,32.582,32.582,32.889,34.267,33.729,30.449,32.549,27.574,27.427,18.211,26.538,14.663,26.606,17.146,15.226,16.103,18.969,18.24,26.71,30.575,27.449,32.624,31.399,32.624,16.686,29.225,13.361,9.961,29.077,30.624,23.89,27.415,28.035,15.83,19.744,14.701,12.284,34.416,19.634,25.417,29.055,12.15,14.267,17.698,15.701,11.704,10.628,17.588,15.632,29.314,16.626
1981-06-01,25.265,21.83,8.762,14.858,29.239,17.813,19.548,26.732,23.114,16.024,23.568,27.135,17.511,16.951,-0.22,20.666,18.213,24.652,21.071,27.335,20.121,24.813,25.118,25.296,24.791,20.751,25.368,20.8,24.141,25.296,26.53,23.455,20.312,21.998,23.129,27.252,24.839,27.989,27.989,18.604,15.441,17.195,33.062,25.268,29.252,30.222,35.484,30.101,35.488,33.702,33.702,32.675,32.505,35.484,27.876,31.736,27.341,27.561,22.039,32.204,19.507,26.039,21.681,18.622,15.046,18.061,23.187,25.845,28.584,26.999,34.887,32.723,34.887,14.96,27.13,18.901,13.638,30.682,33.622,26.515,28.033,27.247,11.983,17.555,20.223,19.409,34.17,26.812,24.331,28.111,19.224,21.306,24.134,21.016,14.06,18.316,24.061,20.457,28.466,14.568
1981-07-01,25.998,20.045,8.607,13.98,28.323,17.097,18.51,26.968,21.906,14.808,22.757,26.612,20.018,19.846,-0.419,24.915,20.147,27.72,24.71,28.068,24.747,27.244,28.613,27.774,28.927,24.644,27.606,22.987,25.893,27.774,29.851,24.752,20.29,22.157,21.665,27.894,26.116,28.333,28.333,16.928,17.605,18.032,28.627,25.026,27.208,28.768,30.441,27.933,29.641,29.168,29.168,31.0,26.586,30.441,24.843,27.867,26.686,27.384,25.199,35.48,20.803,24.129,26.699,24.62,14.127,17.288,25.358,24.425,25.665,25.793,31.863,30.904,31.863,13.841,26.817,20.713,17.421,32.078,35.366,27.902,27.18,26.124,11.421,17.836,24.24,20.976,30.99,30.081,23.803,28.045,22.069,22.062,24.661,21.227,16.469,21.481,24.657,23.299,28.707,14.933
1981-08-01,24.527,20.528,8.946,14.128,29.17,19.68,21.305,27.781,22.526,17.581,23.088,26.424,18.031,18.837,2.087,20.626,20.084,28.213,23.729,29.587,19.919,25.212,27.835,25.029,28.229,22.184,28.718,20.797,23.731,25.029,29.936,22.784,21.151,22.488,22.627,27.831,26.612,27.94,27.94,17.042,18.523,17.471,27.26,24.426,26.829,29.382,30.457,26.416,28.773,29.291,29.291,29.962,26.17,30.457,24.269,27.036,27.095,27.651,23.448,34.597,21.71,24.358,25.942,24.127,15.466,17.475,24.672,24.529,26.305,25.722,32.007,29.32,32.007,13.877,26.838,16.811,14.628,32.001,34.852,28.4,27.828,26.664,11.659,17.406,23.532,21.723,31.337,29.472,23.773,27.667,21.018,22.23,25.187,18.38,16.938,22.549,25.279,21.44,28.635,18.254
1981-09-01,21.204,22.033,12.338,16.727,28.739,22.275,23.655,28.285,22.913,20.041,23.728,27.515,13.255,13.681,2.497,15.366,15.635,22.545,20.047,27.478,14.247,21.083,22.05,20.678,22.59,16.806,26.313,15.382,19.312,20.678,23.485,17.198,20.894,22.368,23.784,27.851,25.22,25.714,25.714,17.127,15.967,15.285,28.808,24.484,27.466,28.934,30.558,26.588,29.941,28.745,28.745,29.156,26.938,30.558,25.018,28.019,26.459,27.729,19.235,31.46,18.364,24.999,21.706,19.374,15.736,16.883,23.174,25.339,26.858,26.211,30.858,29.747,30.858,13.934,27.482,10.77,10.696,31.553,31.824,28.596,26.509,26.977,13.816,17.54,19.241,18.111,30.677,26.459,24.09,27.839,18.527,19.64,22.48,13.963,15.05,17.967,22.251,17.167,28.305,20.653
1981-10-01,14.332,24.162,13.215,17.356,27.743,20.782,21.819,28.746,21.146,18.604,24.118,27.508,5.303,5.861,4.976,5.897,10.457,15.015,12.271,22.999,4.65,12.997,15.133,11.447,16.353,8.292,23.877,6.364,10.947,11.447,15.575,9.39,20.056,21.505,24.233,27.155,24.223,24.305,24.305,16.89,10.303,9.032,27.833,24.436,28.704,27.564,26.662,25.976,27.027,25.568,25.568,28.183,25.658,26.662,25.234,27.219,26.679,28.254,11.846,24.985,13.908,26.141,16.083,13.936,16.216,16.468,19.995,26.196,27.53,26.427,25.03,27.627,25.03,14.337,26.398,7.048,7.448,29.798,26.96,28.161,26.801,27.107,16.616,18.171,12.611,12.737,32.074,21.313,25.132,27.435,14.479,17.358,20.865,9.129,8.373,11.281,15.472,9.195,27.791,21.459
1981-11-01,9.299,24.994,15.114,16.756,23.713,22.251,21.916,29.293,23.552,21.783,25.053,26.511,0.703,2.349,8.47,-7.803,5.94,11.538,2.522,18.447,-9.297,5.268,9.344,2.09,10.516,-3.228,21.038,-1.351,2.779,2.09,10.446,3.917,19.955,21.547,24.103,26.691,18.637,17.375,17.375,16.502,7.318,5.248,22.537,23.569,26.8,23.256,20.158,23.671,20.366,19.585,19.585,26.009,21.173,20.158,21.975,22.478,26.615,27.185,9.085,16.438,5.816,27.048,9.748,6.927,16.843,13.4,17.089,26.577,23.625,26.911,18.636,22.837,18.636,15.658,26.193,-1.078,0.812,27.179,20.791,27.352,26.921,27.672,17.665,21.257,3.293,9.197,26.921,10.826,26.487,25.888,4.676,9.285,13.318,1.487,7.247,8.058,13.552,5.64,27.019,24.224
1981-12-01,4.911,25.681,17.152,19.07,19.224,22.807,22.374,28.609,24.418,21.863,25.723,23.743,-5.345,-4.25,11.692,-10.713,0.607,7.043,-0.987,13.918,-13.091,0.556,4.388,-2.686,5.38,-6.875,17.29,-7.202,-1.81,-2.686,5.977,-1.344,19.844,21.625,24.441,25.648,16.511,15.083,15.083,16.172,3.289,-2.882,20.657,22.276,26.094,19.038,15.819,22.095,17.003,15.268,15.268,24.302,18.603,15.819,20.754,20.71,26.361,26.693,4.841,13.729,5.273,27.279,6.006,3.491,16.456,13.287,12.209,27.336,21.925,27.384,13.942,19.773,13.942,17.509,24.736,-4.373,-5.182,26.397,17.378,24.245,25.979,27.207,19.375,21.924,-0.323,5.694,25.653,9.373,26.928,23.286,5.57,10.387,14.481,-1.396,0.116,1.422,10.826,-1.395,25.238,22.829
1982-01-01,2.885,24.65,20.763,20.184,19.333,21.915,21.752,27.35,24.204,21.104,26.14,23.754,-17.081,-11.488,12.499,-14.903,1.895,7.69,-4.504,15.596,-16.88,-1.384,3.422,-4.639,3.917,-11.534,16.59,-6.867,-2.908,-4.639,5.444,-0.563,20.208,22.191,24.497,25.035,15.082,13.954,13.954,17.6,3.375,-2.255,20.127,22.735,24.818,20.048,15.359,23.361,16.547,15.699,15.699,24.504,20.564,15.359,21.354,21.006,25.738,26.165,-0.106,10.708,4.411,26.79,3.948,1.863,17.403,13.48,10.72,27.19,21.771,26.51,12.834,17.945,12.834,19.161,24.355,-10.582,-11.192,24.061,14.517,21.906,25.754,27.225,19.437,23.039,-3.998,5.706,24.121,6.598,28.271,24.088,1.323,5.546,11.19,-4.165,2.616,-5.495,7.891,-7.286,25.201,22.69
1982-02-01,1.774,25.512,19.921,20.396,21.49,24.054,23.031,26.525,26.896,23.644,26.51,25.838,-10.852,-8.436,11.131,-9.131,2.339,7.147,-0.839,13.776,-11.377,1.803,4.463,0.379,4.802,-4.991,17.147,-2.746,0.758,0.379,5.327,1.293,20.371,22.326,24.873,25.059,13.436,13.11,13.11,18.52,4.926,0.396,21.459,25.135,24.502,21.873,16.457,26.741,17.543,16.957,16.957,26.43,21.712,16.457,23.311,22.691,26.722,26.422,0.581,8.736,3.558,28.3,4.545,1.931,18.003,14.334,11.879,28.291,23.73,27.162,13.326,19.62,13.326,20.044,25.649,-9.78,-7.375,20.955,13.842,20.252,26.746,28.188,19.917,23.792,-0.103,5.522,22.208,5.664,28.39,27.389,-0.416,3.839,8.554,-6.028,4.625,-1.661,11.142,-1.307,26.545,22.557
1982-03-01,6.954,25.517,18.625,19.678,25.007,22.623,22.793,26.413,25.618,21.667,26.848,29.017,-3.792,-3.293,9.94,-2.212,7.414,12.192,3.984,17.965,-3.648,8.065,9.156,6.987,9.423,1.47,19.587,4.106,7.319,6.987,10.337,6.352,20.641,22.552,25.349,25.417,15.024,15.818,15.818,19.16,6.707,5.792,25.245,27.544,25.289,25.432,20.619,29.565,21.856,21.743,21.743,28.469,25.529,20.619,26.101,26.25,26.986,26.391,5.625,14.803,6.144,27.744,8.812,6.633,18.529,17.069,14.29,28.492,28.315,27.175,17.471,23.691,17.471,19.575,27.388,-1.347,-1.071,23.486,18.974,21.101,26.816,29.369,18.837,22.933,4.74,7.398,27.858,9.756,27.68,29.037,3.879,6.365,10.832,1.504,6.026,2.525,10.496,2.357,27.971,22.693
1982-04-01,14.991,24.827,14.317,18.301,28.041,20.175,21.491,26.052,23.871,19.021,25.361,30.257,2.757,3.367,7.389,9.582,9.583,15.121,11.188,21.032,9.202,14.624,14.589,15.292,14.223,9.846,19.613,10.758,14.26,15.292,16.362,12.09,19.701,22.027,25.047,26.06,19.327,22.152,22.152,18.928,9.234,7.47,29.819,28.521,26.984,29.54,27.876,31.455,28.723,28.548,28.548,30.905,30.742,27.876,28.568,29.788,27.317,26.958,15.067,23.571,9.754,27.593,12.808,11.227,17.059,18.987,14.972,27.896,31.528,27.618,25.27,28.202,25.27,18.082,28.398,4.696,2.229,27.275,24.838,21.08,26.8,28.45,16.263,20.653,10.745,10.108,31.122,17.149,26.462,29.057,10.454,10.639,14.597,6.627,8.574,5.426,13.3,7.846,28.189,21.092
1982-05-01,19.822,23.12,11.334,16.804,30.203,19.016,20.985,26.212,23.281,17.284,24.463,29.655,13.58,14.817,3.92,14.966,15.787,22.105,16.496,24.85,14.518,22.297,22.515,21.471,22.215,15.416,24.333,17.891,21.403,21.471,23.373,18.914,20.161,21.929,24.151,26.119,20.764,23.696,23.696,19.162,13.992,13.933,31.472,28.04,29.16,31.996,30.614,32.205,31.195,31.234,31.234,32.818,32.658,30.614,29.783,31.19,27.81,27.099,18.897,28.881,15.244,26.479,19.305,18.25,16.384,18.767,18.585,26.543,30.726,27.228,29.221,30.951,29.221,16.56,28.999,11.357,8.514,28.529,30.687,22.544,27.502,27.923,14.771,20.279,16.287,14.477,33.497,21.382,25.301,29.533,14.673,15.119,18.27,14.464,12.376,14.916,16.957,16.135,29.09,17.721
1982-06-01,24.993,20.568,7.682,14.605,28.781,19.834,21.265,26.349,24.68,18.276,24.069,26.945,15.981,14.931,-0.253,21.943,16.569,22.435,20.612,27.091,22.106,24.037,24.278,24.072,23.942,20.485,25.318,20.338,23.373,24.072,24.261,22.322,20.715,22.552,21.784,27.416,23.952,27.408,27.408,18.169,18.028,17.658,32.354,25.789,28.991,30.054,34.114,30.23,34.08,32.434,32.434,32.511,31.902,34.114,27.813,31.413,27.182,27.008,22.545,32.615,20.871,25.3,21.207,19.257,15.815,19.08,22.63,25.751,28.821,26.798,34.131,32.441,34.131,15.295,28.198,13.368,10.468,30.401,33.849,26.105,27.728,27.403,12.27,18.187,20.236,18.835,34.163,26.128,24.888,28.184,18.062,20.581,22.978,16.452,16.069,14.855,18.452,18.228,28.185,16.559
1982-07-01,26.411,19.67,7.007,13.641,29.333,19.082,20.739,26.93,23.525,17.188,23.822,26.892,19.563,19.828,0.569,23.977,18.832,25.943,23.201,29.093,24.31,25.317,26.652,25.258,27.0,23.291,27.708,21.763,24.288,25.258,28.934,23.803,20.841,22.63,21.608,27.621,25.311,27.65,27.65,17.011,20.056,20.22,29.528,24.965,27.681,30.08,32.649,27.931,31.372,31.642,31.642,31.404,28.109,32.649,25.517,28.832,26.47,26.465,24.551,33.963,23.36,24.272,23.367,21.384,15.104,17.499,24.691,24.613,26.802,25.766,34.141,31.525,34.141,14.753,26.331,17.601,16.467,31.031,34.992,28.075,27.364,26.465,12.434,18.661,23.613,21.931,32.695,27.769,24.256,27.757,19.26,20.948,24.301,18.455,17.112,22.115,23.553,22.631,28.12,15.847
1982-08-01,24.771,20.143,10.73,15.552,28.444,20.513,21.715,27.72,23.217,18.445,23.608,26.205,16.548,16.677,1.866,23.923,19.436,27.039,24.515,28.709,23.576,25.345,26.926,25.753,27.508,24.094,27.533,20.304,23.604,25.753,27.497,21.64,21.785,23.363,22.483,27.947,26.398,27.887,27.887,16.807,17.821,19.627,27.663,25.081,27.14,28.755,29.858,27.35,28.517,29.042,29.042,31.136,25.842,29.858,24.72,27.353,26.392,26.39,22.581,33.3,22.032,23.71,25.946,24.832,15.199,17.671,25.237,24.22,25.445,25.409,31.58,30.072,31.58,14.41,26.302,16.489,15.499,31.648,33.718,28.154,26.954,26.272,12.711,18.979,24.557,21.231,30.764,28.326,23.922,27.319,20.463,22.172,24.856,19.19,16.704,21.556,24.424,20.074,28.085,17.872
1982-09-01,20.679,21.505,10.305,15.163,29.076,21.178,23.113,28.287,22.13,19.016,23.511,26.887,14.081,14.469,3.681,15.182,15.17,21.424,19.845,27.409,14.221,19.898,21.948,20.089,22.745,16.587,26.434,14.166,18.028,20.089,22.521,16.647,21.297,22.551,23.551,27.62,25.642,26.311,26.311,17.38,17.607,17.581,28.653,25.224,27.327,29.546,29.895,27.078,29.212,28.483,28.483,30.202,26.972,29.895,25.035,28.029,26.774,27.101,17.69,31.393,19.83,24.858,21.817,19.6,16.028,17.166,22.748,25.349,27.189,26.12,30.591,29.371,30.591,14.773,26.624,11.554,10.691,31.246,33.091,28.523,27.117,27.06,15.832,20.018,19.562,17.452,31.711,26.015,24.363,27.423,18.159,21.019,23.672,14.901,14.956,18.264,21.346,17.411,27.652,20.53
1982-10-01,15.375,23.511,12.584,15.815,27.618,22.745,23.469,28.339,22.281,20.042,24.385,27.691,7.971,9.113,5.949,7.698,12.406,18.696,14.981,24.714,5.564,16.379,18.854,15.213,19.58,10.837,24.537,10.785,14.725,15.213,19.745,13.737,19.663,21.39,23.82,27.034,23.967,24.134,24.134,16.637,10.805,11.026,28.754,25.269,29.267,27.682,27.007,26.483,27.518,25.913,25.913,28.685,25.991,27.007,25.774,28.128,26.94,27.934,12.823,23.66,13.134,25.789,16.812,14.29,15.91,15.513,17.557,25.773,26.935,26.168,26.111,28.268,26.111,15.499,26.593,3.809,5.216,29.09,26.676,27.751,26.408,26.359,17.032,19.559,14.943,11.069,31.378,19.12,24.91,27.293,11.727,15.883,19.042,7.68,10.113,13.931,17.248,11.281,27.44,21.935
1982-11-01,8.265,24.402,17.47,18.477,23.123,24.723,23.74,29.283,24.516,22.562,25.803,27.269,2.339,3.093,8.207,-2.579,6.145,12.649,6.388,20.015,-4.787,7.677,12.081,5.071,13.377,1.204,22.663,0.759,5.208,5.071,12.811,4.844,19.975,22.134,24.249,26.138,18.175,16.891,16.891,16.957,8.158,6.744,24.336,24.027,28.054,23.426,21.164,24.23,21.51,20.772,20.772,26.554,22.402,21.164,23.205,24.181,27.693,28.874,4.394,14.019,8.957,26.637,13.278,10.577,16.056,14.042,13.616,26.576,23.63,26.884,19.275,23.622,19.275,17.974,26.519,1.498,4.238,25.687,17.394,26.259,26.754,27.387,17.11,20.565,7.495,6.755,25.799,9.967,26.279,27.32,3.965,10.055,14.109,3.328,7.855,7.393,11.531,7.141,27.936,23.89
1982-12-01,2.471,25.207,17.566,18.928,19.113,22.116,22.401,28.955,23.999,21.175,26.1,23.545,-4.028,-0.546,12.36,-11.487,-0.174,6.37,-0.634,12.771,-13.249,0.707,4.612,-2.018,5.62,-7.495,18.142,-6.517,-1.377,-2.018,5.976,-1.18,20.207,22.403,24.534,24.53,14.876,13.414,13.414,16.926,4.493,2.746,21.472,22.658,26.637,19.385,16.495,22.539,17.503,16.555,16.555,24.775,20.65,16.495,21.304,21.841,26.91,27.879,0.451,8.726,5.614,26.583,7.154,5.026,16.08,12.57,8.879,26.974,21.598,27.116,13.856,19.713,13.856,20.359,25.829,-1.691,0.102,23.476,12.812,22.541,26.095,27.144,18.231,22.741,-0.427,4.168,22.73,5.953,27.034,23.241,2.104,9.296,12.197,1.396,3.766,6.021,8.892,2.789,26.204,23.85
